row,column,Similarity_Measure,row_id,row_q,row_topic,row_status,col_id,col_q,col_topic,col_status
5037,3018,1,P045384,"The system of equations \(2x+y-5=0, x-2y+1=0\) and \(2x-14y-a=0\) is consistent. Then, \(a\) is equal to 1 2 5 None of these",MTH-12-HSC-02-00,final,P012272,"The system of equations \(2x+y-5=0, x-2y+1=0\) and \(2x-14y-a=0\) is consistent. Then, \(a\) is equal to  1 2 5 None of these ",MTH-12-CBS-04-00,final
3027,3019,1,P017378,If \(ax^4+bx^3+cx^2+dx+e=\left|\begin{matrix}x^3+3x&amp;x-1&amp;x+3\\x+1&amp;-2x&amp;x-4\\x-3&amp;x+4&amp;3x\end{matrix}\right|\) then \(e=\) \(-1\) \(1\) \(0\) \(2\),MTH-12-CBS-04-00,final,P013142,"If \(ax^4+bx^3+cx^2+dx+e=\left|\begin{matrix}x^3+3x&amp;x-1&amp;x+3\\x+1&amp;-2x&amp;x-4\\x-3&amp;x+4&amp;3x\end{matrix}\right|,\) then \(e\) is equal to  \(1\) \(0\) \(2\) \(-1\)",MTH-12-CBS-04-00,final
5033,3022,1,P045378,"If \(A\) is a square matrix of order \(3\) and \(\left|A\right|=3,\) then \(\left|adj\text{ }A\right|\) is \(3\) \(9\) \(\frac{1}{3}\) \(0\)",MTH-12-HSC-02-00,final,P016967,"If \(A\) is a square matrix of order \(3\) and \(\left|A\right|=3,\) then \(\left|adj\text{ }A\right|\) is \(3\) \(9\) \(\frac{1}{3}\) \(0\)",MTH-12-CBS-04-00,final
5034,3025,1,P045380,"If \(A\) is a \(3\times 3\) non-singular matrix and if \(\left|A\right|=3\) then, \(\left|\left(2A\right)^{-1}\right|=\) \(\frac{1}{3}\) \(\frac{1}{24}\) \(24\) \(3\)",MTH-12-HSC-02-00,final,P016972,"If \(A\) is a \(3\times 3\) non-singular matrix and if \(\left|A\right|=3\) then, \(\left|\left(2A\right)^{-1}\right|=\)            \(\frac{1}{3}\) \(\frac{1}{24}\) \(24\) \(3\)",MTH-12-CBS-04-00,final
3037,3031,1,P019623,"If the system of equations \(\lambda x+y-3=0,\:x+2y-3=0,\:3x+4y-7=0\) is consistent, then the value of \(\lambda\:\) is \(-1\) \(-\frac{1}{2}\) \(0\) \(2\)",MTH-12-CBS-04-00,final,P017384,"If the system of equations \(\lambda x+y-3=0,x+2y-3=0,3x+4y-7=0\) is consistent, then the value of \(\lambda \) is \(-1\) \(-\frac{1}{2}\) \(0\) \(2\)",MTH-12-CBS-04-00,final
5036,3031,1,P045383,"If the system of equations \(\lambda x+y-3=0,\:x+2y-3=0,\:3x+4y-7=0\) is consistent, then the value of \(\lambda\:\) is \(-1\) \(-\frac{1}{2}\) \(0\) \(2\)",MTH-12-HSC-02-00,final,P017384,"If the system of equations \(\lambda x+y-3=0,x+2y-3=0,3x+4y-7=0\) is consistent, then the value of \(\lambda \) is \(-1\) \(-\frac{1}{2}\) \(0\) \(2\)",MTH-12-CBS-04-00,final
3038,3032,1,P019627,"The system of equations \(5x+3y=8,\:10x+6y=16\:\) has infinitely many solutions unique solution finitely many solutions no solution",MTH-12-CBS-04-00,final,P017385,"The system of equations \(5x+3y=8,10x+6y=16\) has infinitely many solutions unique solution finitely many solutions no solution",MTH-12-CBS-04-00,final
5035,3032,1,P045381,"The system of equations \(5x+3y=8,10x+6y=16\) has infinitely many solutions unique solution finitely many solutions no solution",MTH-12-HSC-02-00,final,P017385,"The system of equations \(5x+3y=8,10x+6y=16\) has infinitely many solutions unique solution finitely many solutions no solution",MTH-12-CBS-04-00,final
5036,3037,1,P045383,"If the system of equations \(\lambda x+y-3=0,\:x+2y-3=0,\:3x+4y-7=0\) is consistent, then the value of \(\lambda\:\) is \(-1\) \(-\frac{1}{2}\) \(0\) \(2\)",MTH-12-HSC-02-00,final,P019623,"If the system of equations \(\lambda x+y-3=0,\:x+2y-3=0,\:3x+4y-7=0\) is consistent, then the value of \(\lambda\:\) is \(-1\) \(-\frac{1}{2}\) \(0\) \(2\)",MTH-12-CBS-04-00,final
5035,3038,1,P045381,"The system of equations \(5x+3y=8,10x+6y=16\) has infinitely many solutions unique solution finitely many solutions no solution",MTH-12-HSC-02-00,final,P019627,"The system of equations \(5x+3y=8,\:10x+6y=16\:\) has infinitely many solutions unique solution finitely many solutions no solution",MTH-12-CBS-04-00,final
5796,3043,1,P052400,The number of distinct real roots of \(\left|\begin{matrix}\sin x&amp;\cos x&amp;\cos x\\\cos x&amp;\sin x&amp;\cos x\\\cos x&amp;\cos x&amp;\sin x\end{matrix}\right|=0\) in the interval \(-\frac{\pi}{4}\le x\le\frac{\pi}{4}\) is \(0\) \(2\) \(1\) \(3\),MTH-11-HSC-10-00,final,P022432,The number of distinct real roots of \(\left|\begin{matrix}\sin x&amp;\cos x&amp;\cos x\\\cos x&amp;\sin x&amp;\cos x\\\cos x&amp;\cos x&amp;\sin x\end{matrix}\right|=0\) in the interval \(-\frac{\pi}{4}\le x\le\frac{\pi}{4}\) is \(0\) \(2\) \(1\) \(3\),MTH-12-CBS-04-00,final
5789,3044,1,P052387,"If \(A,B\) and \(C\) are angles of a triangle, then the determinant \(\left|\begin{matrix}1&amp;\cos C&amp;\cos B\\\cos C&amp;1&amp;\cos A\\\cos B&amp;\cos A&amp;1\end{matrix}\right|\) is equal to \(0\) \(-1\) \(1\) None of these.",MTH-11-HSC-10-00,final,P022436,"If \(A,B\) and \(C\) are angles of a triangle, then the determinant \(\left|\begin{matrix}-1&amp;\cos C&amp;\cos B\\\cos C&amp;-1&amp;\cos A\\\cos B&amp;\cos A&amp;-1\end{matrix}\right|\) is equal to \(0\) \(-1\) \(1\) None of these",MTH-12-CBS-04-00,final
5242,3050,1,P026351,\(\tan x\) is discontinuous at \(x=  ....\) \(\pi\) \(0\) \(\frac{\pi}{2}\) \(-\pi\),MTH-12-HSC-12-00,final,P012273,\(\tan x\) is discontinuous at \(x=  ....\) \(\pi\) \(0\) \(\frac{\pi}{2}\) \(-\pi\),MTH-12-CBS-05-00,final
5243,3051,1,P026352,"Value of \(a\) so that \(f\left(x\right)=\frac{\sin^2ax}{x^2},x\ne0\) and \(f(0)=1,\) is continuous at \(x=0\), is 0 1 \(-1\) \(\pm1\)",MTH-12-HSC-12-00,final,P012274,"Value of \(a\) so that \(f\left(x\right)=\frac{\sin^2ax}{x^2},x\ne0\) and \(f(0)=1,\) is continuous at \(x=0\), is 0 1 \(-1\) \(\pm1\)",MTH-12-CBS-05-00,final
5244,3053,1,P026353,"If \(f\left(x\right)=\begin{cases}3x-4\\2x+k\end{cases}\begin{matrix},&amp;\text{if}\:0\le x\le2\\,&amp;\text{if}\:2&lt;x\le3\end{matrix}\) is continuous \(x=2,\) then \(k=  ...\) \(-1\) \(-2\) \(-3\) \(-4\)",MTH-12-HSC-12-00,final,P012277,"If \(f\left(x\right)=\begin{cases}3x-4\\2x+k\end{cases}\begin{matrix},&amp;\text{if}\:0\le x\le2\\,&amp;\text{if}\:2&lt;x\le3\end{matrix}\) is continuous \(x=2,\) then \(k=  ...\) \(-1\) \(-2\) \(-3\) \(-4\)",MTH-12-CBS-05-00,final
5320,3058,1,P012069,\(\frac{d}{dx}\left[\log\left(\frac{x^n}{e^x}\right)\right]=\) \(\frac{n}{x}+1\) \(\frac{1}{x}+n\) \(\frac{n}{x}-1\) \(\frac{1}{x}-n\),MTH-12-HSC-13-00,final,P012282,\(\frac{d}{dx}\left[\log\left(\frac{x^n}{e^x}\right)\right]=\) \(\frac{n}{x}+1\) \(\frac{1}{x}+n\) \(\frac{n}{x}-1\) \(\frac{1}{x}-n\),MTH-12-CBS-05-00,final
6058,3061,1,P045669,"If \(2y^2-x^2-y=0\), then \(\left(\frac{dy}{dx}\right)\) at \((-1,-1)\) is \(\frac{5}{2}\) \(-\frac{5}{2}\) \(\frac{2}{5}\) \(-\frac{2}{5}\)",MTH-11-HSC-19-00,final,P012286,"If \(2y^2-x^2-y=0\), then \(\left(\frac{dy}{dx}\right)\) at \((-1,-1)\) is  \(\frac{5}{2}\) \(-\frac{5}{2}\) \(\frac{2}{5}\) \(-\frac{2}{5}\)",MTH-12-CBS-05-00,final
6059,3063,1,P045675,"If \(x\cos y+y\sin x=\frac{\pi}{2},\) then \(\left(\frac{dy}{dx}\right)\) at \(\left(\frac{\pi}{2},\pi\right)\) is \(-1\) \(0\) \(1\) \(\frac{\sqrt{3}\pi}{2}\)",MTH-11-HSC-19-00,final,P012288,"If \(x\cos y+y\sin x=\frac{\pi}{2},\) then \(\left(\frac{dy}{dx}\right)\) at \(\left(\frac{\pi}{2},\pi\right)\) is  \(-1\) \(0\) \(1\) \(\frac{\sqrt{3}\pi}{2}\)",MTH-12-CBS-05-00,final
5343,3071,1,P027795,"If \(y=\sqrt{\frac{1+x}{1-x}}\), then \(\frac{dy}{dx}=\) \(\frac{2}{\left(1+x\right)^{\frac{1}{2}}\left(1-x\right)^{\frac{3}{2}}}\) \(\frac{1}{\left(1+x\right)^{\frac{1}{2}}\left(1-x\right)^{\frac{3}{2}}}\) \(\frac{1}{2\left(1+x\right)^{\frac{1}{2}}\left(1-x\right)^{\frac{3}{2}}}\) \(\frac{1}{\left(1+x\right)^{\frac{3}{2}}\left(1-x\right)^{\frac{1}{2}}}\)",MTH-12-HSC-13-00,to_be_reviewed,P012303,"If \(y=x+\frac{1}{x+y},\) then \(:\frac{dy}{dx}=\) \(y/x\) \(x/y\) \(-x/y\) \(-y/x\)",MTH-12-CBS-05-00,final
5314,3074,1,P012063,"Which one of the following is not true always? If \(f(x)\) is not continuous at \(x=a\), then it is not differentiable at \(x=a\) If \(f(x)\) is continuous at \(x=a\), then it is differentiable at \(x=a\) If \(f(x)\) and \(g(x)\) are differentiable at \(x=a\), then \(f(x)+g(x)\) is also differentiable at \(x=a\) If a function \(f(x)\) is continuous at \(x=a\), then \(\lim\limits_{x\rightarrow a}f\left(x\right)\) exists",MTH-12-HSC-13-00,final,P013149,"Which one of the following is not true always? If \(f(x)\) is not continuous at \(x=a\), then it is not differentiable at \(x=a\) If \(f(x)\) is continuous at \(x=a\), then it is differentiable at \(x=a\) If \(f(x)\) and \(g(x)\) are differentiable at \(x=a\), then \(f(x)+g(x)\) is also differentiable at \(x=a\) If a function \(f(x)\) is continuous at \(x=a,\) then \(\lim\limits_{x\rightarrow a}f\left(x\right)\) exists.",MTH-12-CBS-05-00,final
6035,3074,1,P011791,"Which one of the following is not true always? If \(f(x)\) is not continuous at \(x=a\), then it is not differentiable at \(x=a\) If \(f(x)\) is continuous at \(x=a\), then it is differentiable at \(x=a\) If \(f(x)\) and \(g(x)\) are differentiable at \(x=a\), then \(f(x)+g(x)\) is also differentiable at \(x=a\) If a function \(f(x)\) is continuous at \(x=a\), then \(\lim\limits_{x\rightarrow a}f\left(x\right)\) exists",MTH-11-HSC-19-00,draft,P013149,"Which one of the following is not true always? If \(f(x)\) is not continuous at \(x=a\), then it is not differentiable at \(x=a\) If \(f(x)\) is continuous at \(x=a\), then it is differentiable at \(x=a\) If \(f(x)\) and \(g(x)\) are differentiable at \(x=a\), then \(f(x)+g(x)\) is also differentiable at \(x=a\) If a function \(f(x)\) is continuous at \(x=a,\) then \(\lim\limits_{x\rightarrow a}f\left(x\right)\) exists.",MTH-12-CBS-05-00,final
5245,3076,1,P026354,"If \(f\left(x\right)=\begin{cases}\frac{x^2-\left(a+2\right)x+a}{x-2},&amp;x\ne2\\2,&amp;x=2\end{cases}\) is continuous at \(x=2,\) then the value of \(a\) is \(-6\) \(0\) \(1\) \(-1\)",MTH-12-HSC-12-00,final,P013310,"If \(f\left(x\right)=\begin{cases}\frac{x^2-\left(a+2\right)x+a}{x-2},&amp;x\ne2\\2,&amp;x=2\end{cases}\) is continuous at \(x=2,\) then the value of \(a\) is \(-6\) \(0\) \(1\) \(-1\)",MTH-12-CBS-05-00,final
5246,3078,1,P026355,The number of points at which the function \(\frac{1}{\log_e\left|x\right|}\) is discontinuous is \(1\) \(2\) \(3\) infinite,MTH-12-HSC-12-00,final,P016975,The number of points at which the function \(\frac{1}{\log_e\left|x\right|}\) is discontinuous is \(1\) \(2\) \(3\) infinite.,MTH-12-CBS-05-00,final
5247,3082,1,P026356,"If \(f\left(x\right)=\begin{cases}\frac{4x-\sin^{-1}x}{2x+\tan^{-1}x}&amp;\text{for }x\ne0\\k&amp;\text{for }x=0\end{cases},\) then the value of \(k\) so that \(f(x)\) is continuous at \(x=0\) is \(1\) \(2\) \(4\) \(8\)",MTH-12-HSC-12-00,final,P016979,"If \(f\left(x\right)=\begin{cases}\frac{4x-\sin^{-1}x}{2x+\tan^{-1}x}&amp;\text{for }x\ne0\\k&amp;\text{for }x=0\end{cases},\) then the value of \(k\) so that \(f(x)\) is continuous at \(x=0\) is \(1\) \(2\) \(4\) \(8\)",MTH-12-CBS-05-00,final
5248,3083,1,P026357,"if \(f\left(x\right)=\begin{cases}2x^2+5x+2&amp;\text{for}&amp;x\ne-2\\k&amp;\text{for}&amp;x=-2\end{cases}\) is continuous at \(x=-2,\) then the value of \(k\) is \(2\) \(-2\) \(1\) \(0\)",MTH-12-HSC-12-00,final,P017350,"if \(f\left(x\right)=\begin{cases}2x^2+5x+2&amp;\text{for}&amp;x\ne-2\\k&amp;\text{for}&amp;x=-2\end{cases}\) is continuous at \(x=-2,\) then the value of \(k\) is \(2\) \(-2\) \(1\) \(0\)",MTH-12-CBS-05-00,final
5249,3084,1,P026358,If \(f\left(x\right)=\frac{x^2-4}{x-1}\) then \(f\left(x\right)\) is continuous at \(x=2\) discontinuous at \(x=2\) discontinuous at \(x=0\) discontinuous at \(x=4\).,MTH-12-HSC-12-00,final,P017351,If \(f\left(x\right)=\frac{x^2-4}{x-1}\) then \(f\left(x\right)\) is continuous at \(x=2\) discontinuous at \(x=2\) discontinuous at \(x=0\) discontinuous at \(x=4\).,MTH-12-CBS-05-00,final
5250,3085,1,P026359,Let \(f\left(x\right)=\begin{cases}x+1&amp;\text{if}&amp;x\le1\\3-ax^2&amp;\text{if}&amp;x&gt;1\end{cases}.\) The value of '\(a\)' so that the function is continuous is \(0\) \(1\) \(-1\) \(2\),MTH-12-HSC-12-00,final,P017353,Let \(f\left(x\right)=\begin{cases}x+1&amp;\text{if}&amp;x\le1\\3-ax^2&amp;\text{if}&amp;x&gt;1\end{cases}.\) The value of '\(a\)' so that the function is continuous is \(0\) \(1\) \(-1\) \(2\),MTH-12-CBS-05-00,final
7239,3091,1,P017975,"If \(\cos A+\cos B+\cos C=3,\) then \(\sin A+\sin B+\sin C=\) \(3\) \(2\) \(1\) \(0\)",MTH-11-KAR-02-00,draft,P017361,If \(f\left(x\right)=3\cos x+4\sin x\) Then \(f''\left(0\right)\) is \(3\) \(-3\) \(4\) \(-4\),MTH-12-CBS-05-00,final
7252,3091,1,P017996,"If \(\sin x+\cos x=a,\) then \(\left|\sin x-\cos x\right|\) is \(\sqrt{2-a^2}\) \(\sqrt{a^2-2}\) \(\sqrt{2-a}\) \(\sqrt{a-2}\)",MTH-11-KAR-02-00,draft,P017361,If \(f\left(x\right)=3\cos x+4\sin x\) Then \(f''\left(0\right)\) is \(3\) \(-3\) \(4\) \(-4\),MTH-12-CBS-05-00,final
5251,3094,1,P026360,"Let \(f\left(x\right)=\) \(\begin{cases}-2\:{\sin x}&amp;\text{if}&amp;x\le-\frac{\pi}{2}\\a\sin x+b&amp;\text{if}&amp;-\frac{\pi}{2}&lt;x&lt;\frac{\pi}{2}\\\cos x&amp;\text{if}&amp;x\ge\frac{\pi}{2}\end{cases}.\) The values of \(a\) and \(b\) so that \(f\left(x\right)\) is continuous are \(a=1,\:b=1\) \(a=1,\:b=-1\) \(a=-1,\:b=1\) \(a=-1,b=-1\)",MTH-12-HSC-12-00,final,P019789,"Let \(f\left(x\right)=\) \(\begin{cases}-2\:{\sin x}&amp;\text{if}&amp;x\le-\frac{\pi}{2}\\a\sin x+b&amp;\text{if}&amp;-\frac{\pi}{2}&lt;x&lt;\frac{\pi}{2}\\\cos x&amp;\text{if}&amp;x\ge\frac{\pi}{2}\end{cases}.\) The values of \(a\) and \(b\) so that \(f\left(x\right)\) is continuous are \(a=1,\:b=1\) \(a=1,\:b=-1\) \(a=-1,\:b=1\) \(a=-1,b=-1\)",MTH-12-CBS-05-00,final
5252,3095,1,P026361,"If \(f\left(x\right)=2x\) and \(g\left(x\right)=\frac{x^2}{2}+1,\) then which of the following can be a discontinuous function? \(f\left(x\right)+g\left(x\right)\) \(f\left(x\right)-g\left(x\right)\) \(f\left(x\right)\cdot g\left(x\right)\) \(\frac{g\left(x\right)}{f\left(x\right)}\)",MTH-12-HSC-12-00,final,P022447,"If \(f\left(x\right)=2x\) and \(g\left(x\right)=\frac{x^2}{2}+1,\) then which of the following can be a discontinuous function? \(f\left(x\right)+g\left(x\right)\) \(f\left(x\right)-g\left(x\right)\) \(f\left(x\right)\cdot g\left(x\right)\) \(\frac{g\left(x\right)}{f\left(x\right)}\)",MTH-12-CBS-05-00,final
5295,3096,1,P033016,The function \(f\left(x\right)=\frac{4-x^2}{4x-x^3}\) is discontinuous at only one point discontinuous exactly at two points discontinuous exactly at three points None of these,MTH-12-HSC-12-00,to_be_reviewed,P022449,The function \(f\left(x\right)=\frac{4-x^2}{4x-x^3}\) is discontinuous at only one point discontinuous at exactly two points discontinuous at exactly three points none of the these,MTH-12-CBS-05-00,final
5253,3097,1,P026362,The function \(f\left(x\right)=\cot x\) is discontinuous on the set \(\left\{x=\frac{\pi}{4}:n\in Z\right\}\) \(\left\{x=(2n-1)\frac{\pi}{2}:n\in Z\right\}\) \(\left\{x=\left(2n+1\right)\frac{\pi}{2};n\in Z\right\}\) none of these,MTH-12-HSC-12-00,final,P022451,The function \(f\left(x\right)=\cot x\) is discontinuous on the set \(\left\{x=\frac{\pi}{4}:n\in Z\right\}\) \(\left\{x=(2n-1)\frac{\pi}{2}:n\in Z\right\}\) \(\left\{x=\left(2n+1\right)\frac{\pi}{2};n\in Z\right\}\) none of these,MTH-12-CBS-05-00,final
5293,3098,1,P033012,"If \(f\left(x\right)=x^2\sin\frac{1}{x},\) where \(x\ne 0\), then the value of the function \(f\) at \(x=0,\) so that the function is continuous at \(x=0\), is \(0\) \(-1\) \(1\) None of these",MTH-12-HSC-12-00,to_be_reviewed,P022452,"If \(f\left(x\right)=x^2\sin\frac{1}{x},\) where \(x\ne 0\), then the value of the function \(f\) at \(x=0\), so that the function is continuous at \(x=0\), is \(0\) \(-1\) \(1\) None of these",MTH-12-CBS-05-00,final
3128,3101,1,P013391,"The equation of the tangent to the curve \(y=e^x\) at \(\left(0,1\right)\) is \(x=0\) \(y=1\) \(x+y=1\) \(x-y+1=0\)",MTH-12-CBS-06-00,final,P012305,"The equation of the tangent to the curve \(y=e^x\) at \(\left(0,1\right)\) is \(x=0\) \(y=1\) \(x+y=1\) \(x-y+1=0\)",MTH-12-CBS-06-00,final
5367,3101,1,P022517,"The equation of the tangent to the curve \(y=e^x\) at \(\left(0,1\right)\) is \(x=0\) \(y=1\) \(x+y=1\) \(x-y+1=0\)",MTH-12-HSC-14-00,final,P012305,"The equation of the tangent to the curve \(y=e^x\) at \(\left(0,1\right)\) is \(x=0\) \(y=1\) \(x+y=1\) \(x-y+1=0\)",MTH-12-CBS-06-00,final
5405,3101,1,P052178,"Equation of the tangent to the curve \(𝑦=𝑒^𝑥+e^{-x}\)  at \((0,1)\)  is \(𝑥=0\) \(𝑦=0\) \(𝑥+𝑦=1\) \(y=1\)",MTH-12-HSC-14-00,final,P012305,"The equation of the tangent to the curve \(y=e^x\) at \(\left(0,1\right)\) is \(x=0\) \(y=1\) \(x+y=1\) \(x-y+1=0\)",MTH-12-CBS-06-00,final
3129,3103,1,P013392,"Point of the curve \(y=x^4+5\), at which the normal is perpendicular to the line \(4x-y-1=0\) is \((2,21)\) \((0,5)\) \((-1,6)\) \((1,6)\)",MTH-12-CBS-06-00,final,P012307,"Point of the curve \(y=x^4+5\), at which the normal is perpendicular to the line \(4x-y-1=0\) is \((2,21)\) \((0,5)\) \((-1,6)\) \((1,6)\)",MTH-12-CBS-06-00,final
3130,3105,1,P013393,"If the displacement \(S\) at time \(t\) is given by, \(S=10t-5t^2\), then the velocity at time \(t\) is  \(-10t\) \(10(1-t)\) \(10(t-1)\) \(10t\)",MTH-12-CBS-06-00,final,P012310,"If the displacement \(S\) at time \(t\) is given by, \(S=10t-5t^2\), then the velocity at time \(t\) is  \(-10t\) \(10(1-t)\) \(10(t-1)\) \(10t\)",MTH-12-CBS-06-00,final
5369,3106,1,P022519,"A stone is thrown up vertically to the height of \(x\:ft\), and it reaches that height in \(t\) seconds. Relationship between \(x\) and \(t\) is given by  \(x=(80)t-(16)t^2\). The stone reaches the maximum height in time \(t=\) \(2\) seconds \(3\) seconds \(2.5\) seconds \(1.5\) seconds",MTH-12-HSC-14-00,final,P012311,"A stone is thrown up vertically to the height \(x feets,\) and it reaches that height in \(t\) seconds. Relationship between \(x\) and \(t\) is given by  \(x=(80)t-(16)t^2\). The stone reaches the maximum height in time \(t=\) 2 seconds  3 seconds  2.5 seconds  1.5 seconds ",MTH-12-CBS-06-00,final
3132,3108,1,P013395,"If displacement \(x\) at time is given by \(x=a\cos \omega t-b \sin \omega t\), where \(\omega \) is a constant, then the acceleration is given by  \(\omega ^2x\) \(\omega x\) \(-\omega x\) \(-\omega ^2x\)",MTH-12-CBS-06-00,final,P012314,"If displacement \(x\) at time is given by \(x=a\cos \omega t-b \sin \omega t\), where \(\omega \) is a constant, then the acceleration is given by  \(\omega ^2x\) \(\omega x\) \(-\omega x\) \(-\omega ^2x\)",MTH-12-CBS-06-00,final
3133,3109,1,P013396,The approximate value of \((2.01)^4\ \) is \(16\) \(16.32\) \(16.5\) \(16.7\),MTH-12-CBS-06-00,final,P012315,The approximate value of \((2.01)^4\ \) is \(16\) \(16.32\) \(16.5\) \(16.7\),MTH-12-CBS-06-00,final
5370,3109,1,P022520,The approximate value of \((2.01)^4\ \) is \(16\) \(16.32\) \(16.5\) \(16.7\),MTH-12-HSC-14-00,final,P012315,The approximate value of \((2.01)^4\ \) is \(16\) \(16.32\) \(16.5\) \(16.7\),MTH-12-CBS-06-00,final
3134,3110,1,P013397,"If \(y=x^4+x^3+x^2+x+1,x=1,\delta x=0.02,\text{ then }\delta y\approx\) 0.02 0.002 0.2 2",MTH-12-CBS-06-00,final,P012316,"If \(y=x^4+x^3+x^2+x+1,x=1,\delta x=0.02,\text{ then }\delta y\approx\) 0.02 0.002 0.2 2",MTH-12-CBS-06-00,final
3135,3112,1,P013398,"If the side of a square is \(5.02  cm\), then its approximate area is  \(25.02  cm^2\) \(25.2  cm^2\) \(27  cm^2\) \(25.04  cm^2\)",MTH-12-CBS-06-00,final,P012318,"If the side of a square is \(5.02  cm\), then its approximate area is  \(25.02  cm^2\) \(25.2  cm^2\) \(27  cm^2\) \(25.04  cm^2\)",MTH-12-CBS-06-00,final
5371,3112,1,P022521,"If the side of a square is \(5.02\:cm\), then its approximate area is \(25.02\:cm^2\) \(25.2\:cm^2\) \(27\:cm^2\) \(25.04\:cm^2\)",MTH-12-HSC-14-00,draft,P012318,"If the side of a square is \(5.02  cm\), then its approximate area is  \(25.02  cm^2\) \(25.2  cm^2\) \(27  cm^2\) \(25.04  cm^2\)",MTH-12-CBS-06-00,final
3136,3113,1,P013399,"If, from the mean value theorem,\(f\left(x_1\right)=\frac{f\left(b\right)-f\left(a\right)}{b-a},\) then  \(a&lt;x_1\le b\) \(a\le x_1&lt;b\) \(a&lt;x_1&lt;b\) \(a\le x_1\le b\)",MTH-12-CBS-06-00,final,P012319,"If, from the mean value theorem,\(f\left(x_1\right)=\frac{f\left(b\right)-f\left(a\right)}{b-a},\) then  \(a&lt;x_1\le b\) \(a\le x_1&lt;b\) \(a&lt;x_1&lt;b\) \(a\le x_1\le b\)",MTH-12-CBS-06-00,final
3138,3116,1,P013401,"If Rolle's Theorem holds for the function\(f\left(x\right)=x^3+bx^2+cx,1\le x\le2\) at the point \(x=4/3\), then  \(b=8,c=-5\) \(b=-5,c=8\) \(a=-2/3,b=1\) \(a=2/3,b=1\)",MTH-12-CBS-06-00,final,P012322,"If Rolle's Theorem holds for the function\(f\left(x\right)=x^3+bx^2+cx,1\le x\le2\) at the point \(x=4/3\), then  \(b=8,c=-5\) \(b=-5,c=8\) \(a=-2/3,b=1\) \(a=2/3,b=1\)",MTH-12-CBS-06-00,final
5372,3116,1,P022522,"If Rolle's Theorem holds for the function \(f\left(x\right)=x^3+bx^2+cx,1\le x\le2\) at the point \(x=\frac{4}{3}\), then \(b=8,c=-5\) \(b=-5,c=8\) \(a=\frac{-2}{3},b=1\) \(a=\frac{2}{3},b=1\)",MTH-12-HSC-14-00,final,P012322,"If Rolle's Theorem holds for the function\(f\left(x\right)=x^3+bx^2+cx,1\le x\le2\) at the point \(x=4/3\), then  \(b=8,c=-5\) \(b=-5,c=8\) \(a=-2/3,b=1\) \(a=2/3,b=1\)",MTH-12-CBS-06-00,final
3141,3119,1,P013404,"In the interval \((-6,2),\) the function \(f(x)=x^3+6x^2-36x+7\) is decreasing  increasing constant fluctuating ",MTH-12-CBS-06-00,final,P012326,"In the interval \((-6,2),\) the function \(f(x)=x^3+6x^2-36x+7\) is decreasing  increasing constant fluctuating ",MTH-12-CBS-06-00,final
3142,3120,1,P013405,Minimum value of \(f(x)=6x^3-9x^2-36x+24\) is  \(36\) \(-72\) \(-36\) \(72\),MTH-12-CBS-06-00,final,P012327,Minimum value of \(f(x)=6x^3-9x^2-36x+24\) is  \(36\) \(-72\) \(-36\) \(72\),MTH-12-CBS-06-00,final
5374,3120,1,P022524,Minimum value of \(f(x)=6x^3-9x^2-36x+24\) is \(36\) \(-72\) \(-36\) \(72\),MTH-12-HSC-14-00,final,P012327,Minimum value of \(f(x)=6x^3-9x^2-36x+24\) is  \(36\) \(-72\) \(-36\) \(72\),MTH-12-CBS-06-00,final
3143,3121,1,P013406,"\(f\left(x\right)=2x^3+3x^2-12x+7\) has maximum value at the point  \((1,0)\) \((2,9)\) \((-2,9)\) \((-2,27)\)",MTH-12-CBS-06-00,final,P012328,"\(f\left(x\right)=2x^3+3x^2-12x+7\) has maximum value at the point  \((1,0)\) \((2,9)\) \((-2,9)\) \((-2,27)\)",MTH-12-CBS-06-00,final
3144,3122,1,P013407,"If \(f(x)=bx^2+ax\), attains its maximum value at \(\left(2,-12\right),\) then \(\left(a,b\right)\) is \(\left(3,-12\right)\) \(\left(-12,3\right)\) \(\left(-3,-12\right)\) \(\left(-12,-3\right)\)",MTH-12-CBS-06-00,final,P012329,"If \(f(x)=bx^2+ax\), attains its maximum value at \(\left(2,-12\right),\) then \(\left(a,b\right)\) is \(\left(3,-12\right)\) \(\left(-12,3\right)\) \(\left(-3,-12\right)\) \(\left(-12,-3\right)\)",MTH-12-CBS-06-00,final
5375,3122,1,P022525,"If \(f(x)=bx^2+ax\), attains its maximum value at \(\left(2,-12\right),\) then \(\left(a,b\right)\) is \(\left(3,-12\right)\) \(\left(-12,3\right)\) \(\left(-3,-12\right)\) \(\left(-12,-3\right)\)",MTH-12-HSC-14-00,final,P012329,"If \(f(x)=bx^2+ax\), attains its maximum value at \(\left(2,-12\right),\) then \(\left(a,b\right)\) is \(\left(3,-12\right)\) \(\left(-12,3\right)\) \(\left(-3,-12\right)\) \(\left(-12,-3\right)\)",MTH-12-CBS-06-00,final
