row,column,Similarity_Measure,row_id,row_q,row_topic,row_status,col_id,col_q,col_topic,col_status
1146,1014,0.9999999999999999,P025524,Which of the following statements is true?,PHY-10-CBS-04-00,final,P046073,Which of the following statements is true?,PHY-10-CBS-01-00,final
1135,1046,1,P009331,"This is a dummy chapter test, created to enter marks. The actual test is available on dropbox in the Jumpstart folder. Please contact the Jumpstart team at jumpstart@avanti.in if you can't find the test file. ",PHY-10-CBS-04-00,final,P006558,"This is a dummy chapter test, created to enter marks. The actual test is available on dropbox in the Jumpstart folder. Please contact the Jumpstart team at jumpstart@avanti.in if you can't find the test file. ",PHY-10-CBS-03-00,final
1185,1046,1,P009334,"This is a dummy chapter test, created to enter marks. The actual test is available on dropbox in the Jumpstart folder. Please contact the Jumpstart team at jumpstart@avanti.in if you can't find the test file. ",PHY-10-CBS-05-00,final,P006558,"This is a dummy chapter test, created to enter marks. The actual test is available on dropbox in the Jumpstart folder. Please contact the Jumpstart team at jumpstart@avanti.in if you can't find the test file. ",PHY-10-CBS-03-00,final
1126,1098,0.9999999015715925,P047883,A near sighted person cannot see distinctly beyond \(25\) \(cm\). The power in diopter of spectacle lenses which will enable him to see distant objects clearly is,PHY-10-CBS-02-00,final,P014334,A near sighted person cannot see distinctly beyond \(50\) \(cm\). The power in diopter of spectacle lenses which will enable him to see distant objects clearly is,PHY-10-CBS-02-00,final
1128,1101,1.0000000000000002,P048037,A far sighted person cannot see objects clearly at a distance less than \(75\) \(cm\). The power of the lens needed to read an object at \(25\) \(cm\) is,PHY-10-CBS-02-00,final,P014339,A far sighted person cannot see objects clearly at a distance less than \(40\) \(cm\). The power of the lens needed to read an object at \(25\) \(cm\) is,PHY-10-CBS-02-00,final
1125,1107,0.9999991931664066,P047863,A far sighted person has minimum distance of distinct vision equal to \(60\) \(cm\). He wants to reduce it to \(30\) \(cm\). He should use a,PHY-10-CBS-02-00,final,P014345,A far sighted person has minimum distance of distinct vision equal to \(50\) \(cm\). He wants to reduce it to \(25\) \(cm\). He should use a,PHY-10-CBS-02-00,final
1183,1134,1.0000000000000002,P054886,Which of the following statements is correct?,PHY-10-CBS-04-99,draft,P054877,Which of the following statements is correct?,PHY-10-CBS-02-99,draft
1185,1135,1,P009334,"This is a dummy chapter test, created to enter marks. The actual test is available on dropbox in the Jumpstart folder. Please contact the Jumpstart team at jumpstart@avanti.in if you can't find the test file. ",PHY-10-CBS-05-00,final,P009331,"This is a dummy chapter test, created to enter marks. The actual test is available on dropbox in the Jumpstart folder. Please contact the Jumpstart team at jumpstart@avanti.in if you can't find the test file. ",PHY-10-CBS-04-00,final
1153,1145,1.0000000000000002,P026395,"A circuit has a fuse of \(5\) \(A.\) What is the maximum number of \(100\) \(W\) \((200)\,V\) bulbs that can be safely used in the circuit?",PHY-10-CBS-04-00,final,P024744,A circuit has a fuse of \(5\) \(A\). What is the maximum number of \(100\) \(W\)  \((220  V)\) bulbs that can be safely used in the circuit?,PHY-10-CBS-04-00,final
1211,1209,1,P054663,The diagram shows water flowing from a tank and rotating a wheel.What kind of energy does the water have when it is in the tank? What kind of energy does the water have just before it hits the wheel Write one change to the system that will make the wheel rotate faster.,PHY-10-CBS-05-00,draft,P054660,The diagram shows water flowing from a tank and rotating a wheel.What kind of energy does the water have when it is in the tank? What kind of energy does the water have just before it hits the wheel Write one change to the system that will make the wheel rotate faster.,PHY-10-CBS-05-00,draft
